,定期借家
17184,1
17185,1
17186,1
17187,1
17188,3
17189,1
17190,1
17191,1
17192,3
17193,1
17194,1
17195,1
17196,1
17197,3
17198,2
17199,1
17200,1
17201,1
17202,3
17203,1
17204,2
17205,1
17206,1
17207,1
17208,1
17209,1
17210,1
17211,3
17212,3
17213,1
17214,1
17215,1
17216,1
17217,3
17218,3
17219,1
17220,1
17221,2
17222,1
17223,1
17224,1
17225,3
17226,1
17227,1
17228,3
17229,1
17230,1
17231,1
17232,1
17233,1
17234,1
17235,1
17236,1
17237,1
17238,1
17239,3
17240,1
17241,1
17242,1
17243,1
17244,1
17245,1
17246,3
17247,1
17248,3
17249,1
17250,1
17251,3
17252,3
17253,1
17254,3
17255,3
17256,1
17257,1
17258,3
17259,1
17260,3
17261,1
17262,1
17263,3
17264,1
17265,1
17266,3
17267,1
17268,1
17269,2
17270,3
17271,1
17272,3
17273,1
17274,1
17275,1
17276,3
17277,1
17278,1
17279,1
17280,1
17281,1
17282,1
17283,1
17284,3
17285,1
17286,1
17287,3
17288,1
17289,1
17290,1
17291,1
17292,3
17293,3
17294,3
17295,1
17296,1
17297,1
17298,1
17299,1
17300,1
17301,1
17302,3
17303,1
17304,1
17305,3
17306,1
17307,1
17308,3
17309,2
17310,1
17311,1
17312,1
17313,3
17314,1
17315,1
17316,1
17317,1
17318,1
17319,3
17320,1
17321,1
17322,1
17323,1
17324,2
17325,1
17326,3
17327,1
17328,1
17329,3
17330,1
17331,1
17332,1
17333,1
17334,3
17335,1
17336,1
17337,1
17338,2
17339,1
17340,1
17341,1
17342,3
17343,3
17344,1
17345,1
17346,1
17347,3
17348,1
17349,1
17350,1
17351,3
17352,1
17353,1
17354,1
17355,1
17356,3
17357,1
17358,3
17359,1
17360,2
17361,1
17362,1
17363,1
17364,1
17365,2
17366,1
17367,1
17368,1
17369,1
17370,1
17371,1
17372,1
17373,3
17374,1
17375,1
17376,1
17377,1
17378,1
17379,1
17380,3
17381,1
17382,3
17383,1
17384,1
17385,1
17386,1
17387,1
17388,3
17389,1
17390,3
17391,1
17392,1
17393,3
17394,1
17395,1
17396,2
17397,3
17398,1
17399,2
17400,1
17401,3
17402,3
17403,1
17404,1
17405,3
17406,2
17407,1
17408,1
17409,1
17410,1
17411,1
17412,1
17413,3
17414,3
17415,3
17416,1
17417,1
17418,1
17419,1
17420,1
17421,1
17422,1
17423,2
17424,1
17425,2
17426,1
17427,1
17428,3
17429,1
17430,2
17431,1
17432,3
17433,1
17434,3
17435,1
17436,2
17437,1
17438,3
17439,3
17440,1
17441,1
17442,1
17443,1
17444,3
17445,3
17446,1
17447,3
17448,1
17449,3
17450,3
17451,3
17452,1
17453,1
17454,1
17455,2
17456,3
17457,1
17458,1
17459,1
17460,1
17461,3
17462,1
17463,3
17464,1
17465,1
17466,1
17467,1
17468,3
17469,1
17470,2
17471,1
17472,1
17473,1
17474,1
17475,1
17476,3
17477,1
17478,3
17479,1
17480,1
17481,1
17482,1
17483,3
17484,1
17485,1
17486,1
17487,1
17488,1
17489,1
17490,1
17491,1
17492,3
17493,1
17494,1
17495,1
17496,1
17497,1
17498,1
17499,1
17500,1
17501,1
17502,2
17503,1
17504,3
17505,2
17506,1
17507,1
17508,1
17509,3
17510,1
17511,3
17512,1
17513,1
17514,1
17515,2
17516,2
17517,1
17518,1
17519,1
17520,1
17521,1
17522,1
17523,1
17524,1
17525,1
17526,3
17527,1
17528,3
17529,1
17530,3
17531,1
17532,2
17533,1
17534,1
17535,1
17536,1
17537,1
17538,1
17539,1
17540,3
17541,2
17542,3
17543,1
17544,1
17545,3
17546,1
17547,3
17548,3
17549,1
17550,1
17551,1
17552,1
17553,1
17554,1
17555,1
17556,1
17557,2
17558,1
17559,3
17560,3
17561,1
17562,3
17563,3
17564,1
17565,1
17566,1
17567,2
17568,2
17569,1
17570,1
17571,2
17572,3
17573,3
17574,1
17575,1
17576,2
17577,3
17578,1
17579,1
17580,3
17581,1
17582,3
17583,1
17584,1
17585,3
17586,1
17587,3
17588,1
17589,1
17590,1
17591,1
17592,3
17593,3
17594,1
17595,1
17596,2
17597,1
17598,1
17599,2
17600,3
17601,1
17602,3
17603,3
17604,1
17605,1
17606,1
17607,1
17608,3
17609,1
17610,1
17611,1
17612,2
17613,1
17614,3
17615,1
17616,1
17617,1
17618,1
17619,1
17620,1
17621,1
17622,1
17623,1
17624,3
17625,3
17626,1
17627,1
17628,1
17629,3
17630,1
17631,3
17632,1
17633,1
17634,3
17635,1
17636,1
17637,3
17638,3
17639,1
17640,3
17641,1
17642,1
17643,2
17644,3
17645,1
17646,1
17647,3
17648,3
17649,1
17650,1
17651,1
17652,1
17653,1
17654,3
17655,3
17656,1
17657,1
17658,2
17659,1
17660,3
17661,1
17662,3
17663,1
17664,1
17665,1
17666,1
17667,1
17668,1
17669,1
17670,1
17671,1
17672,3
17673,1
17674,1
17675,1
17676,1
17677,1
17678,3
17679,1
17680,3
17681,1
17682,1
17683,1
17684,1
17685,1
17686,2
17687,1
17688,1
17689,1
17690,2
17691,1
17692,1
17693,1
17694,1
17695,1
17696,1
17697,1
17698,3
17699,1
17700,1
17701,1
17702,1
17703,1
17704,1
17705,3
17706,3
17707,1
17708,1
17709,3
17710,3
17711,3
17712,3
17713,1
17714,1
17715,1
17716,1
17717,1
17718,3
17719,1
17720,1
17721,1
17722,1
17723,2
17724,1
17725,1
17726,1
17727,1
17728,1
17729,1
17730,1
17731,1
17732,1
17733,3
17734,1
17735,3
17736,1
17737,1
17738,3
17739,1
17740,1
17741,1
17742,1
17743,1
17744,3
17745,1
17746,1
17747,1
17748,1
17749,1
17750,1
17751,1
17752,1
17753,1
17754,1
17755,1
17756,1
17757,1
17758,1
17759,1
17760,1
17761,1
17762,3
17763,3
17764,1
17765,1
17766,1
17767,2
17768,1
17769,1
17770,1
17771,1
17772,1
17773,3
17774,1
17775,1
17776,1
17777,1
17778,1
17779,1
17780,1
17781,1
17782,1
17783,1
17784,1
17785,1
17786,1
17787,3
17788,1
17789,1
17790,1
17791,1
17792,1
17793,3
17794,1
17795,1
17796,1
17797,1
17798,1
17799,3
17800,1
17801,1
17802,1
17803,3
17804,1
17805,1
17806,1
17807,1
17808,3
17809,1
17810,1
17811,1
17812,1
17813,1
17814,1
17815,1
17816,1
17817,1
17818,2
17819,2
17820,1
17821,1
17822,1
17823,1
17824,3
17825,1
17826,1
17827,2
17828,3
17829,1
17830,1
17831,1
17832,1
17833,3
17834,1
17835,1
17836,1
17837,3
17838,1
17839,3
17840,1
17841,3
17842,3
17843,1
17844,3
17845,1
17846,2
17847,1
17848,1
17849,3
17850,3
17851,1
17852,1
17853,3
17854,1
17855,1
17856,1
17857,1
17858,1
17859,1
17860,1
17861,3
17862,1
17863,1
17864,1
17865,3
17866,1
17867,1
17868,1
17869,1
17870,3
17871,1
17872,1
17873,2
17874,3
17875,1
17876,1
17877,1
17878,1
17879,1
17880,1
17881,1
17882,1
17883,1
17884,1
17885,3
17886,3
17887,2
17888,1
17889,1
17890,1
17891,1
17892,1
17893,1
17894,1
17895,3
17896,3
17897,1
17898,1
17899,1
17900,1
17901,1
17902,3
17903,1
17904,1
17905,1
17906,1
17907,2
17908,3
17909,1
17910,3
17911,1
17912,3
17913,1
17914,1
17915,1
17916,1
17917,1
17918,3
17919,3
17920,1
17921,1
17922,1
17923,1
17924,1
17925,3
17926,1
17927,3
17928,1
17929,1
17930,1
17931,1
17932,1
17933,1
17934,3
17935,1
17936,1
17937,1
17938,1
17939,1
17940,1
17941,1
17942,1
17943,1
17944,1
17945,1
17946,1
17947,1
17948,1
17949,3
17950,1
17951,1
17952,1
17953,1
17954,2
17955,3
17956,1
17957,1
17958,3
17959,1
17960,1
17961,1
17962,1
17963,1
17964,1
17965,1
17966,3
17967,1
17968,1
17969,1
17970,1
17971,1
17972,1
17973,3
17974,1
17975,1
17976,1
17977,3
17978,1
17979,1
17980,1
17981,3
17982,1
17983,1
17984,1
17985,1
17986,1
17987,3
17988,1
17989,1
17990,1
17991,1
17992,1
17993,1
17994,1
17995,3
17996,3
17997,1
17998,1
17999,1
18000,3
18001,3
18002,1
18003,1
18004,1
18005,3
18006,3
18007,1
18008,3
18009,1
18010,3
18011,3
18012,3
18013,1
18014,1
18015,1
18016,1
18017,1
18018,3
18019,3
18020,1
18021,2
18022,3
18023,1
18024,3
18025,1
18026,3
18027,1
18028,1
18029,1
18030,1
18031,1
18032,1
18033,1
18034,1
18035,3
18036,1
18037,1
18038,1
18039,1
18040,1
18041,1
18042,1
18043,1
18044,1
18045,1
18046,3
18047,1
18048,1
18049,1
18050,1
18051,1
18052,3
18053,1
18054,3
18055,1
18056,1
18057,1
18058,2
18059,1
18060,1
18061,3
18062,1
18063,3
18064,1
18065,1
18066,3
18067,3
18068,3
18069,1
18070,2
18071,1
18072,1
18073,1
18074,1
18075,1
18076,1
18077,2
18078,2
18079,1
18080,1
18081,3
18082,1
18083,1
18084,3
18085,3
18086,1
18087,1
18088,3
18089,1
18090,3
18091,1
18092,1
18093,1
18094,1
18095,1
18096,3
18097,1
18098,3
18099,1
18100,1
18101,3
18102,1
18103,1
18104,1
18105,1
18106,1
18107,1
18108,1
18109,3
18110,3
18111,2
18112,1
18113,3
18114,1
18115,1
18116,1
18117,1
18118,1
18119,3
18120,3
18121,1
18122,1
18123,2
18124,1
18125,1
18126,3
18127,1
18128,3
18129,1
18130,1
18131,1
18132,2
18133,1
18134,1
18135,1
18136,1
18137,1
18138,1
18139,1
18140,3
18141,1
18142,1
18143,3
18144,1
18145,1
18146,3
18147,1
18148,1
18149,1
18150,1
18151,1
18152,1
18153,1
18154,1
18155,1
18156,1
18157,1
18158,1
18159,1
18160,1
18161,1
18162,3
18163,1
18164,1
18165,1
18166,1
18167,2
18168,1
18169,1
18170,1
18171,1
18172,1
18173,3
18174,1
18175,1
18176,3
18177,1
18178,1
18179,1
18180,3
18181,1
18182,3
18183,1
18184,1
18185,1
18186,3
18187,1
18188,1
18189,1
18190,3
18191,1
18192,1
18193,3
18194,1
18195,1
18196,1
18197,1
18198,1
18199,3
18200,3
18201,1
18202,1
18203,1
18204,1
18205,1
18206,1
18207,1
18208,1
18209,1
18210,1
18211,1
18212,1
18213,3
18214,1
18215,1
18216,3
18217,1
18218,1
18219,3
18220,1
18221,3
18222,1
18223,1
18224,1
18225,1
18226,1
18227,1
18228,1
18229,1
18230,1
18231,3
18232,3
18233,1
18234,1
18235,3
18236,1
18237,1
18238,2
18239,1
18240,3
18241,1
18242,3
18243,1
18244,1
18245,2
18246,2
18247,1
18248,3
18249,2
18250,3
18251,1
18252,3
18253,1
18254,1
18255,1
18256,1
18257,1
18258,2
18259,1
18260,1
18261,3
18262,1
18263,1
18264,1
18265,3
18266,1
18267,1
18268,1
18269,2
18270,1
18271,1
18272,3
18273,1
18274,2
18275,1
18276,3
18277,1
18278,1
18279,1
18280,1
18281,3
18282,1
18283,1
18284,1
18285,1
18286,1
18287,1
18288,1
18289,3
18290,1
18291,1
18292,2
18293,3
18294,3
18295,1
18296,1
18297,1
18298,1
18299,1
18300,2
18301,3
18302,1
18303,1
18304,1
18305,1
18306,1
18307,3
18308,1
18309,1
18310,3
18311,1
18312,3
18313,1
18314,3
18315,1
18316,1
18317,1
18318,1
18319,1
18320,1
18321,1
18322,1
18323,1
18324,1
18325,1
18326,1
18327,1
18328,1
18329,1
18330,1
18331,3
18332,1
18333,1
18334,3
18335,3
18336,3
18337,1
18338,3
18339,1
18340,3
18341,1
18342,1
18343,3
18344,1
18345,3
18346,1
18347,1
18348,1
18349,3
18350,2
18351,3
18352,3
18353,3
18354,1
18355,3
18356,1
18357,1
18358,1
18359,1
18360,3
18361,1
18362,3
18363,1
18364,1
18365,3
18366,3
18367,1
18368,1
18369,3
18370,1
18371,1
18372,3
18373,1
18374,3
18375,1
18376,3
18377,1
18378,3
18379,1
18380,1
18381,1
18382,3
18383,1
18384,1
18385,1
18386,1
18387,3
18388,1
18389,1
18390,2
18391,1
18392,1
18393,1
18394,1
18395,1
18396,1
18397,1
18398,1
18399,1
18400,3
18401,1
18402,1
18403,1
18404,1
18405,3
18406,1
18407,1
18408,1
18409,1
18410,1
18411,3
18412,3
18413,2
18414,1
18415,3
18416,2
18417,1
18418,1
18419,1
18420,3
18421,1
18422,1
18423,3
18424,1
18425,1
18426,1
18427,1
18428,3
18429,2
18430,3
18431,3
18432,1
18433,1
18434,1
18435,1
18436,1
18437,1
18438,3
18439,1
18440,1
18441,1
18442,1
18443,1
18444,3
18445,3
18446,1
18447,1
18448,3
18449,2
18450,1
18451,1
18452,2
18453,1
18454,1
18455,1
18456,2
18457,1
18458,3
18459,1
18460,1
18461,1
18462,1
18463,1
18464,3
18465,1
18466,1
18467,2
18468,1
18469,1
18470,1
18471,1
18472,1
18473,1
18474,1
18475,3
18476,1
18477,1
18478,1
18479,1
18480,1
18481,1
18482,1
18483,1
18484,1
18485,3
18486,1
18487,1
18488,1
18489,1
18490,1
18491,1
18492,1
18493,3
18494,1
18495,2
18496,3
18497,1
18498,3
18499,1
18500,3
18501,1
18502,1
18503,1
18504,1
18505,3
18506,1
18507,1
18508,1
18509,3
18510,1
18511,1
18512,1
18513,2
18514,3
18515,1
18516,1
18517,1
18518,1
18519,2
18520,1
18521,1
18522,1
18523,1
18524,1
18525,1
18526,1
18527,1
18528,1
18529,1
18530,1
18531,1
18532,1
18533,1
18534,1
18535,1
18536,1
18537,3
18538,1
18539,1
18540,1
18541,1
18542,3
18543,1
18544,1
18545,1
18546,1
18547,1
18548,3
18549,1
18550,3
18551,1
18552,1
18553,2
18554,1
18555,1
18556,1
18557,1
18558,1
18559,1
18560,1
18561,3
18562,1
18563,3
18564,3
18565,2
18566,3
18567,3
18568,1
18569,1
18570,2
18571,3
18572,1
18573,1
18574,1
18575,2
18576,1
18577,1
18578,1
18579,1
18580,3
18581,1
18582,1
18583,1
18584,1
18585,1
18586,1
18587,1
18588,1
18589,1
18590,1
18591,1
18592,1
18593,1
18594,1
18595,1
18596,2
18597,1
18598,1
18599,1
18600,3
18601,1
18602,1
18603,1
18604,3
18605,2
18606,1
18607,3
18608,1
18609,3
18610,1
18611,3
18612,1
18613,1
18614,1
18615,3
18616,1
18617,3
18618,1
18619,1
18620,1
18621,3
18622,1
18623,3
18624,1
18625,1
18626,1
18627,1
18628,1
18629,2
18630,1
18631,1
18632,3
18633,1
18634,3
18635,1
18636,3
18637,1
18638,1
18639,1
18640,1
18641,1
18642,3
18643,1
18644,1
18645,1
18646,3
18647,1
18648,1
18649,3
18650,1
18651,1
18652,1
18653,1
18654,1
18655,1
18656,1
18657,1
18658,1
18659,1
18660,1
18661,1
18662,2
18663,1
18664,2
18665,1
18666,1
18667,1
18668,1
18669,1
18670,3
18671,1
18672,1
18673,1
18674,1
18675,1
18676,3
18677,3
18678,1
18679,1
18680,3
18681,1
18682,1
18683,1
18684,1
18685,1
18686,1
18687,3
18688,3
18689,1
18690,1
18691,1
18692,1
18693,1
18694,2
18695,1
18696,3
18697,1
18698,1
18699,1
18700,1
18701,3
18702,2
18703,1
18704,3
18705,1
18706,1
18707,1
18708,1
18709,1
18710,3
18711,3
18712,1
18713,1
18714,1
18715,2
18716,1
18717,1
18718,1
18719,2
18720,1
18721,3
18722,1
18723,1
18724,1
18725,1
18726,1
18727,1
18728,1
18729,1
18730,1
18731,3
18732,1
18733,1
18734,1
18735,1
18736,1
18737,1
18738,1
18739,3
18740,1
18741,1
18742,1
18743,1
18744,1
18745,1
18746,3
18747,3
18748,1
18749,3
18750,1
18751,1
18752,1
18753,1
18754,1
18755,1
18756,3
18757,1
18758,1
18759,1
18760,1
18761,1
18762,1
18763,1
18764,2
18765,3
18766,1
18767,1
18768,1
18769,3
18770,1
18771,3
18772,1
18773,1
18774,1
18775,3
18776,1
18777,1
18778,1
18779,1
18780,1
18781,1
18782,1
18783,3
18784,1
18785,2
18786,1
18787,1
18788,1
18789,1
18790,1
18791,1
18792,1
18793,1
18794,1
18795,1
18796,3
18797,3
18798,1
18799,1
18800,1
18801,3
18802,3
18803,1
18804,1
18805,1
18806,1
18807,1
18808,1
18809,1
18810,1
18811,1
18812,2
18813,1
18814,1
18815,1
18816,1
18817,1
18818,3
18819,3
18820,1
18821,1
18822,1
18823,1
18824,3
18825,3
18826,3
18827,1
18828,1
18829,2
18830,3
18831,3
18832,1
18833,3
18834,1
18835,1
18836,1
18837,3
18838,1
18839,1
18840,1
18841,1
18842,1
18843,3
18844,1
18845,1
18846,1
18847,3
18848,3
18849,1
18850,3
18851,1
18852,1
18853,1
18854,3
18855,1
18856,3
18857,1
18858,1
18859,1
18860,1
18861,1
18862,3
18863,1
18864,1
18865,1
18866,1
18867,3
18868,3
18869,1
18870,1
18871,1
18872,3
18873,1
18874,1
18875,1
18876,2
18877,1
18878,2
18879,1
18880,1
18881,1
18882,1
18883,1
18884,1
18885,1
18886,1
18887,1
18888,1
18889,1
18890,1
18891,2
18892,1
18893,1
18894,1
18895,1
18896,1
18897,3
18898,1
18899,1
18900,1
18901,3
18902,1
18903,3
18904,1
18905,1
18906,1
18907,1
18908,1
18909,2
18910,1
18911,3
18912,2
18913,1
18914,1
18915,2
18916,1
18917,1
18918,1
18919,1
18920,1
18921,1
18922,1
18923,3
18924,2
18925,1
18926,1
18927,1
18928,3
18929,1
18930,1
18931,1
18932,1
18933,1
18934,1
18935,1
18936,1
18937,1
18938,1
18939,1
18940,2
18941,2
18942,1
18943,3
18944,3
18945,1
18946,1
18947,1
18948,1
18949,3
18950,3
18951,3
18952,3
18953,1
18954,1
18955,1
18956,2
18957,1
18958,3
18959,2
18960,1
18961,1
18962,1
18963,3
18964,1
18965,1
18966,1
18967,1
18968,3
18969,3
18970,1
18971,1
18972,1
18973,1
18974,1
18975,1
18976,1
18977,1
18978,1
18979,1
18980,1
18981,1
18982,1
18983,1
18984,1
18985,1
18986,1
18987,3
18988,1
18989,1
18990,1
18991,1
18992,1
18993,1
18994,2
18995,1
18996,1
18997,1
18998,1
18999,1
19000,3
19001,3
19002,1
19003,1
19004,1
19005,2
19006,1
19007,3
19008,1
19009,2
19010,3
19011,3
19012,1
19013,1
19014,1
19015,1
19016,3
19017,1
19018,1
19019,1
19020,1
19021,3
19022,3
19023,1
19024,1
19025,1
19026,1
19027,1
19028,1
19029,3
19030,3
19031,1
19032,1
19033,1
19034,3
19035,1
19036,1
19037,1
19038,1
19039,1
19040,3
19041,1
19042,3
19043,1
19044,1
19045,1
19046,1
19047,1
19048,1
19049,1
19050,3
19051,1
19052,3
19053,1
19054,3
19055,1
19056,1
19057,3
19058,3
19059,1
19060,3
19061,1
19062,1
19063,3
19064,1
19065,1
19066,1
19067,1
19068,3
19069,1
19070,1
19071,1
19072,1
19073,1
19074,1
19075,1
19076,1
19077,1
19078,1
19079,3
19080,1
19081,3
19082,1
19083,3
19084,1
19085,1
19086,1
19087,1
19088,1
19089,1
19090,1
19091,1
19092,3
19093,1
19094,3
19095,1
19096,1
19097,1
19098,3
19099,1
19100,3
19101,1
19102,2
19103,3
19104,3
19105,1
19106,1
19107,1
19108,3
19109,1
19110,3
19111,1
19112,1
19113,2
19114,3
19115,1
19116,3
19117,1
19118,3
19119,1
19120,3
19121,1
19122,1
19123,1
19124,1
19125,1
19126,1
19127,1
19128,1
19129,1
19130,1
19131,1
19132,3
19133,1
19134,3
19135,3
19136,3
19137,3
19138,1
19139,3
19140,1
19141,1
19142,1
19143,1
19144,1
19145,1
19146,1
19147,1
19148,1
19149,1
19150,1
19151,1
19152,1
19153,3
19154,2
19155,3
19156,1
19157,1
19158,3
19159,3
19160,1
19161,1
19162,2
19163,1
19164,1
19165,2
19166,3
19167,1
19168,1
19169,1
19170,1
19171,1
19172,3
19173,1
19174,1
19175,3
19176,1
19177,1
19178,1
19179,3
19180,3
19181,3
19182,3
19183,1
19184,1
19185,3
19186,1
19187,1
19188,3
19189,1
19190,1
19191,1
19192,1
19193,1
19194,1
19195,1
19196,2
19197,1
19198,2
19199,1
19200,1
19201,1
19202,3
19203,3
19204,3
19205,1
19206,2
19207,3
19208,3
19209,3
19210,2
19211,1
19212,1
19213,1
19214,1
19215,1
19216,3
19217,1
19218,3
19219,1
19220,1
19221,3
19222,3
19223,1
19224,1
19225,1
19226,1
19227,2
19228,1
19229,1
19230,1
19231,3
19232,1
19233,1
19234,1
19235,1
19236,1
19237,3
19238,1
19239,1
19240,3
19241,1
19242,1
19243,1
19244,3
19245,3
19246,3
19247,3
19248,1
19249,1
19250,1
19251,2
19252,1
19253,1
19254,1
19255,1
19256,1
19257,1
19258,2
19259,1
19260,1
19261,1
19262,1
19263,1
19264,1
19265,3
19266,1
19267,3
19268,1
19269,1
19270,1
19271,1
19272,1
19273,1
19274,1
19275,3
19276,1
19277,1
19278,1
19279,1
19280,1
19281,3
19282,1
19283,3
19284,1
19285,1
19286,1
19287,1
19288,1
19289,1
19290,1
19291,3
19292,1
19293,3
19294,1
19295,1
19296,3
19297,3
19298,3
19299,1
19300,3
19301,3
19302,2
19303,3
19304,1
19305,1
19306,3
19307,1
19308,3
19309,1
19310,1
19311,1
19312,1
19313,3
19314,3
19315,1
19316,1
19317,1
19318,3
19319,1
19320,1
19321,1
19322,2
19323,1
19324,2
19325,1
19326,1
19327,1
19328,1
19329,1
19330,3
19331,1
19332,1
19333,1
19334,3
19335,2
19336,3
19337,3
19338,1
19339,1
19340,1
19341,1
19342,1
19343,1
19344,1
19345,1
19346,1
19347,1
19348,1
19349,1
19350,3
19351,1
19352,1
19353,1
19354,3
19355,2
19356,1
19357,1
19358,3
19359,2
19360,1
19361,3
19362,3
19363,3
19364,2
19365,1
19366,1
19367,1
19368,1
19369,1
19370,3
19371,1
19372,1
19373,1
19374,1
19375,1
19376,1
19377,1
19378,1
19379,1
19380,3
19381,2
19382,1
19383,3
19384,1
19385,1
19386,3
19387,1
19388,1
19389,1
19390,1
19391,1
19392,1
19393,3
19394,3
19395,3
19396,1
19397,1
19398,1
19399,1
19400,1
19401,3
19402,1
19403,1
19404,3
19405,1
19406,1
19407,1
19408,1
19409,1
19410,1
19411,1
19412,1
19413,3
19414,1
19415,1
19416,2
19417,1
19418,2
19419,1
19420,1
19421,1
19422,2
19423,3
19424,1
19425,1
19426,1
19427,1
19428,1
19429,1
19430,1
19431,1
19432,1
19433,1
19434,1
19435,1
19436,3
19437,3
19438,1
19439,1
19440,1
19441,1
19442,1
19443,1
19444,1
19445,1
19446,3
19447,1
19448,1
19449,1
19450,1
19451,1
19452,1
19453,1
19454,1
19455,1
19456,3
19457,3
19458,3
19459,1
19460,1
19461,1
19462,3
19463,1
19464,1
19465,1
19466,1
19467,1
19468,1
19469,1
19470,1
19471,1
19472,1
19473,1
19474,3
19475,1
19476,1
19477,1
19478,3
19479,3
19480,1
19481,3
19482,3
19483,1
19484,3
19485,1
19486,3
19487,1
19488,1
19489,3
19490,1
19491,1
19492,1
19493,1
19494,1
19495,1
19496,2
19497,3
19498,1
19499,1
19500,1
19501,1
19502,1
19503,1
19504,1
19505,1
19506,1
19507,1
19508,2
19509,3
19510,1
19511,3
19512,3
19513,1
19514,1
19515,3
19516,1
19517,1
19518,1
19519,1
19520,3
19521,1
19522,1
19523,1
19524,3
19525,1
19526,1
19527,3
19528,2
19529,1
19530,1
19531,3
19532,1
19533,1
19534,1
19535,1
19536,1
19537,3
19538,1
19539,1
19540,1
19541,1
19542,1
19543,3
19544,1
19545,1
19546,1
19547,1
19548,1
19549,1
19550,2
19551,3
19552,1
19553,1
19554,1
19555,1
19556,3
19557,1
19558,1
19559,1
19560,3
19561,3
19562,1
19563,1
19564,1
19565,1
19566,1
19567,1
19568,1
19569,1
19570,1
19571,2
19572,1
19573,1
19574,1
19575,3
19576,1
19577,1
19578,1
19579,1
19580,1
19581,1
19582,1
19583,1
19584,3
19585,1
19586,1
19587,1
19588,1
19589,1
19590,3
19591,1
19592,1
19593,1
19594,3
19595,3
19596,1
19597,1
19598,1
19599,2
19600,1
19601,2
19602,1
19603,1
19604,1
19605,1
19606,3
19607,1
19608,1
19609,1
19610,1
19611,1
19612,1
19613,1
19614,1
19615,3
19616,3
19617,1
19618,1
19619,1
19620,1
19621,2
19622,1
19623,1
19624,1
19625,1
19626,1
19627,1
19628,1
19629,1
19630,3
19631,1
19632,1
19633,3
19634,3
19635,1
19636,2
19637,1
19638,1
19639,1
19640,1
19641,1
19642,1
19643,3
19644,3
19645,3
19646,1
19647,1
19648,1
19649,2
19650,1
19651,1
19652,3
19653,3
19654,1
19655,1
19656,3
19657,1
19658,3
19659,1
19660,3
19661,1
19662,1
19663,3
19664,1
19665,1
19666,1
19667,3
19668,3
19669,1
19670,1
19671,3
19672,1
19673,1
19674,1
19675,1
19676,1
19677,3
19678,1
19679,1
19680,1
19681,3
19682,3
19683,3
19684,3
19685,2
19686,1
19687,1
19688,1
19689,1
19690,1
19691,1
19692,3
19693,2
19694,3
19695,1
19696,1
19697,1
19698,3
19699,1
19700,3
19701,1
19702,3
19703,1
19704,1
19705,1
19706,3
19707,1
19708,1
19709,1
19710,1
19711,1
19712,1
19713,1
19714,3
19715,1
19716,3
19717,1
19718,2
19719,3
19720,1
19721,1
19722,1
19723,1
19724,1
19725,1
19726,1
19727,1
19728,2
19729,1
19730,1
19731,1
19732,1
19733,1
19734,1
19735,1
19736,3
19737,1
19738,1
19739,1
19740,3
19741,1
19742,1
19743,1
19744,1
19745,1
19746,1
19747,1
19748,1
19749,1
19750,1
19751,1
19752,1
19753,1
19754,1
19755,1
19756,2
19757,1
19758,3
19759,2
19760,1
19761,1
19762,1
19763,1
19764,1
19765,1
19766,3
19767,1
19768,1
19769,1
19770,1
19771,3
19772,1
19773,1
19774,1
19775,1
19776,3
19777,1
19778,3
19779,3
19780,3
19781,1
19782,1
19783,1
19784,3
19785,1
19786,2
19787,1
19788,1
19789,1
19790,1
19791,3
19792,3
19793,1
19794,3
19795,1
19796,3
19797,1
19798,3
19799,1
19800,1
19801,1
19802,3
19803,2
19804,1
19805,1
19806,1
19807,1
19808,3
19809,2
19810,2
19811,3
19812,1
19813,2
19814,1
19815,1
19816,1
19817,1
19818,2
19819,1
19820,3
19821,2
19822,2
19823,1
19824,3
19825,1
19826,1
19827,1
19828,1
19829,1
19830,1
19831,1
19832,3
19833,1
19834,1
19835,1
19836,1
19837,3
19838,1
19839,1
19840,1
19841,1
19842,1
19843,1
19844,1
19845,3
19846,1
19847,1
19848,1
19849,1
19850,1
19851,1
19852,1
19853,1
19854,1
19855,1
19856,3
19857,1
19858,3
19859,1
19860,1
19861,1
19862,1
19863,3
19864,1
19865,1
19866,1
19867,3
19868,2
19869,3
19870,3
19871,1
19872,1
19873,1
19874,1
19875,1
19876,1
19877,1
19878,1
19879,1
19880,1
19881,3
19882,3
19883,2
19884,1
19885,1
19886,1
19887,3
19888,1
19889,1
19890,1
19891,1
19892,1
19893,1
19894,1
19895,1
19896,1
19897,1
19898,1
19899,1
19900,3
19901,1
19902,1
19903,1
19904,3
19905,2
19906,3
19907,1
19908,1
19909,1
19910,1
19911,2
19912,3
19913,1
19914,1
19915,3
19916,1
19917,3
19918,1
19919,1
19920,1
19921,1
19922,1
19923,3
19924,2
19925,1
19926,1
19927,3
19928,1
19929,3
19930,3
19931,1
19932,1
19933,3
19934,1
19935,1
19936,3
19937,1
19938,1
19939,3
19940,1
19941,2
19942,1
19943,1
19944,1
19945,1
19946,1
19947,1
19948,1
19949,3
19950,1
19951,1
19952,3
19953,1
19954,1
19955,1
19956,3
19957,3
19958,1
19959,1
19960,1
19961,1
19962,1
19963,1
19964,1
19965,1
19966,1
19967,3
19968,2
19969,1
19970,1
19971,1
19972,1
19973,1
19974,3
19975,1
19976,1
19977,1
19978,1
19979,3
19980,3
19981,1
